cv_score,project_score,skill_match_score,progress_score,missing_skills_count,certificates_count,courses_completed,target_score
58,42,40,14,1,8,9,45.3
61,38,24,49,0,3,3,42.6
92,52,89,15,6,4,0,49.3
41,68,46,69,3,0,4,47.3
46,20,95,42,4,3,4,45.5
90,44,37,30,4,5,5,42.6
46,20,35,87,5,5,2,34.6
94,18,35,96,6,6,10,47.8
68,82,89,58,6,0,4,59.4
47,19,17,87,4,8,1,33.55
83,16,45,79,5,0,2,38.4
39,82,80,94,0,2,12,78.7
71,88,22,49,5,5,6,47.1
62,39,59,22,1,0,4,43.75
59,59,23,51,0,6,11,53.95
64,51,74,19,3,5,3,49.55
90,67,29,43,0,1,10,57.85
53,27,59,52,6,6,0,35.25
57,18,51,19,5,0,7,26.0
57,72,23,35,0,8,1,50.2
49,37,61,72,5,3,3,43.15
38,88,55,84,4,1,7,57.2
36,81,27,93,5,8,4,50.05
42,61,30,92,1,7,1,54.65
31,44,74,38,5,5,4,40.5
57,70,20,100,4,0,5,47.4
38,86,32,61,4,1,10,46.7
41,94,80,48,0,3,8,71.7
31,47,65,80,3,7,11,57.05
30,72,34,42,0,7,11,53.7
64,50,62,50,3,7,6,55.0
56,45,36,59,4,0,0,35.05
94,71,64,23,3,4,2,57.05
63,27,63,26,4,5,9,41.95
48,88,17,30,5,7,0,35.8
65,45,63,74,5,4,6,51.65
38,17,26,98,0,7,8,48.85
88,40,74,96,6,6,11,64.3
91,14,60,75,1,7,5,60.3
64,17,62,74,4,6,4,47.25
74,87,84,12,6,6,0,53.95
75,89,27,40,3,1,4,48.65
64,94,74,94,2,7,5,80.4
24,89,84,13,4,0,3,46.35
22,15,35,64,6,0,5,18.95
32,88,72,23,6,8,3,47.5
79,90,69,68,1,4,7,76.8
26,53,34,34,1,6,7,41.25
34,80,52,98,0,1,1,63.3
31,36,60,59,4,1,4,37.8
58,59,24,45,6,3,1,30.45
66,12,47,40,1,1,7,40.1
78,66,53,24,1,5,6,57.3
58,16,48,67,0,4,6,49.6
37,31,16,71,0,2,5,38.25
95,75,84,90,5,0,2,69.45
22,63,37,69,6,7,8,39.65
49,89,20,68,2,0,12,52.65
38,79,50,17,5,1,10,39.05
85,84,24,64,6,2,2,45.6
46,30,56,78,1,8,12,59.0
38,85,87,83,4,4,11,70.25
57,78,57,29,5,4,2,45.5
28,79,72,89,6,1,10,55.55
89,40,29,14,6,4,6,30.5
88,29,73,52,6,6,2,47.95
78,41,25,29,6,6,11,34.45
32,72,16,58,0,8,4,49.2
66,70,23,94,0,8,11,68.3
59,41,36,29,3,2,3,34.25
44,93,73,88,6,4,0,59.75
49,79,77,88,4,4,1,63.95
45,88,44,46,1,2,5,55.0
88,38,37,58,4,0,0,39.8
76,49,54,41,2,6,4,53.65
45,15,86,33,1,3,9,49.55
26,76,29,80,6,4,7,40.6
92,62,22,29,5,4,6,40.0
69,60,39,89,4,5,5,54.8
59,91,49,35,4,6,4,53.05
62,27,28,41,1,6,9,42.55
62,48,49,36,2,8,11,53.2
34,10,64,46,4,5,7,35.2
61,28,21,53,6,6,12,31.9
71,46,24,11,1,1,6,36.4
21,58,79,43,0,0,8,55.0
28,35,58,67,1,2,7,47.75
61,13,84,12,4,7,1,39.15
43,19,43,77,0,1,5,44.95
90,73,59,26,2,2,1,56.25
41,95,15,84,4,4,0,46.45
90,91,79,87,4,4,1,75.55
88,82,24,17,0,1,6,52.5
92,32,18,53,1,7,1,46.0
76,72,58,33,2,2,3,55.3
77,78,40,46,4,8,9,57.0
34,24,57,65,6,1,9,33.2
44,63,20,98,3,5,11,52.15
95,38,19,18,4,7,11,38.9
50,35,89,40,3,6,6,53.75
80,56,64,27,6,3,8,46.0
69,35,41,95,2,7,3,55.95
33,87,27,60,0,4,1,52.15
66,90,62,30,5,6,11,58.1
54,55,83,45,0,0,11,63.95
38,81,28,70,0,8,2,57.65
87,56,38,87,3,2,2,55.3
94,13,68,79,2,0,11,58.75
73,63,46,100,1,3,4,66.05
85,87,49,42,1,3,12,67.75
21,11,48,42,3,2,7,27.35
92,89,41,76,6,8,4,61.55
31,34,89,73,3,6,12,59.3
46,15,73,16,1,2,0,37.15
25,14,60,42,6,7,6,28.5
89,45,45,81,3,7,12,62.85
56,43,22,25,2,2,12,36.15
72,84,15,93,1,4,3,60.7
63,23,73,98,3,0,12,58.35
22,69,73,71,1,6,3,61.55
23,85,84,32,0,0,10,62.45
79,22,67,85,4,6,8,57.2
34,52,82,15,1,7,12,56.5
93,78,31,11,5,5,5,43.6
85,21,25,33,2,1,6,35.15
83,56,65,44,6,7,10,54.5
26,84,71,44,0,3,5,61.2
71,56,65,96,6,8,7,61.8
85,30,30,95,0,5,2,57.5
63,56,23,84,0,8,2,57.7
36,14,54,89,1,1,3,44.5
34,27,38,43,4,3,7,29.45
84,30,56,62,3,4,7,52.7
59,31,26,76,5,4,4,35.25
41,95,90,97,4,2,10,74.95
78,55,80,55,2,8,8,69.75
50,91,46,31,5,4,11,48.95
78,28,30,34,5,7,0,31.5
93,44,21,92,5,4,6,48.0
93,44,26,87,3,2,12,54.9
68,14,72,44,3,2,11,47.1
72,44,61,76,1,6,2,62.2
46,11,59,69,4,3,10,40.85
94,57,33,62,6,4,5,46.05
41,11,81,50,2,8,3,48.15
63,14,90,66,0,5,9,64.8
42,83,20,21,2,5,1,38.85
26,32,45,52,0,5,1,41.6
32,74,67,57,0,8,5,65.3
71,20,92,10,6,0,6,36.8
58,71,66,23,3,0,1,46.75
92,51,32,75,2,8,3,58.65
91,59,91,57,4,3,0,64.05
31,87,72,76,2,4,5,65.45
33,72,94,34,6,3,5,49.5
26,49,37,71,5,1,2,32.05
25,12,61,48,2,3,1,33.8
70,85,57,78,2,7,8,72.55
25,71,30,31,3,3,9,37.35
36,18,30,30,2,0,8,25.7
33,95,64,66,2,0,7,61.25
92,52,22,84,0,7,11,65.9
25,18,32,54,3,5,6,29.4
78,12,92,11,2,6,9,52.7
21,93,88,48,2,2,6,63.05
31,85,91,38,1,2,12,67.45
69,63,68,87,1,8,10,76.25
36,67,92,48,3,2,9,59.75
79,43,34,68,5,8,10,49.25
52,53,68,98,4,2,3,56.75
74,53,95,42,5,3,2,55.85
69,17,51,35,6,1,9,30.65
53,41,62,80,5,5,3,48.45
86,48,43,56,5,0,2,41.8
58,19,60,64,3,7,2,46.25
89,63,52,65,2,7,10,67.75
53,76,78,26,0,2,2,60.8
67,32,34,19,0,5,12,45.4
33,19,51,75,0,5,4,47.65
95,17,89,89,4,1,8,62.55
36,32,76,27,5,8,7,40.8
29,69,20,96,5,5,6,42.75
89,15,42,62,3,3,8,45.45
78,91,94,39,4,5,0,68.35
59,90,15,78,3,4,10,55.1
68,13,95,27,0,7,9,60.85
46,67,51,65,0,3,10,61.65
65,47,20,68,3,3,1,39.75
95,43,48,17,3,1,2,41.85
36,69,36,40,5,1,5,34.05
71,23,51,80,6,5,10,45.25
72,78,82,10,1,8,6,67.4
32,44,24,39,0,3,10,39.8
47,23,78,44,4,4,9,45.05
21,78,69,10,1,4,8,51.1
48,90,68,61,6,2,5,53.8
27,60,18,46,0,5,3,40.5
86,58,78,89,6,0,10,62.9
89,70,20,64,4,7,8,53.7
68,77,21,73,4,4,12,52.95
44,65,64,12,1,0,8,48.15
87,32,53,82,5,6,1,50.5
37,89,68,32,4,0,8,50.45
60,48,65,44,5,0,8,43.8
54,41,22,70,4,8,11,43.55
61,63,85,64,4,4,2,60.45
78,19,24,13,4,3,9,27.05
58,25,59,22,2,4,9,42.65
56,51,84,31,6,5,5,46.85
34,41,90,59,3,2,1,50.45
27,92,81,91,3,6,4,70.2
77,48,16,82,2,0,2,44.6
91,65,27,50,6,7,0,43.15
52,50,76,89,1,8,11,72.9
71,48,35,25,0,4,5,47.4
60,31,35,30,5,0,4,25.75
71,44,16,11,2,0,9,31.7
86,55,57,90,4,5,4,62.05
25,54,57,48,1,0,7,46.2
24,41,77,50,2,7,12,54.75
81,89,88,53,6,5,7,67.95
77,37,66,30,6,3,7,41.35
23,83,60,28,2,0,6,46.95
80,93,59,41,5,6,4,59.45
53,53,46,19,0,8,11,53.35
32,37,74,92,3,2,7,53.85
40,54,40,82,5,6,8,46.2
85,88,88,62,0,2,3,80.9
58,70,60,46,4,2,6,50.9
21,43,21,96,4,8,4,38.85
65,76,56,28,1,8,3,59.8
66,57,20,19,5,7,1,30.85
27,11,25,34,6,4,0,10.65
85,53,61,44,5,5,6,51.85
77,35,50,44,5,1,9,40.75
49,58,16,47,2,3,2,36.9
27,34,57,24,2,6,2,36.6
47,61,86,58,0,0,3,63.55
26,75,30,72,1,5,1,49.35
24,68,24,69,4,3,9,39.7
20,46,62,71,0,2,1,50.4
37,15,75,36,5,2,11,35.45
82,57,22,40,5,4,8,39.95
38,91,64,46,3,5,0,55.25
80,25,85,87,6,8,5,59.05
65,41,95,37,2,2,10,60.75
39,71,21,74,6,8,12,44.05
50,69,50,90,1,6,11,68.05
38,12,54,19,0,3,6,36.0
30,60,46,31,1,5,4,44.5
59,10,52,98,4,4,9,47.2
46,91,81,51,0,5,6,73.45
94,70,81,60,3,3,1,68.0
39,72,64,55,1,0,7,57.0
22,30,64,15,2,5,0,33.1
73,24,48,71,4,0,9,43.7
41,15,77,70,3,2,1,43.65
61,88,30,25,1,6,7,54.0
85,35,65,15,1,8,1,52.65
62,34,95,23,6,5,8,47.0
33,15,62,90,0,1,0,47.75
25,45,16,100,2,5,12,46.05
61,49,86,87,2,2,1,64.75
59,71,17,20,0,3,2,42.05
24,70,43,46,5,0,7,35.4
91,11,19,10,1,7,2,32.75
70,39,77,54,2,7,9,62.75
42,82,20,81,6,5,0,40.1
51,64,86,31,2,7,12,64.8
22,15,21,53,5,2,7,17.65
38,93,63,56,6,0,6,48.95
86,84,43,65,6,8,11,61.0
23,27,89,50,3,6,4,47.35
28,74,88,94,1,8,4,75.2
94,79,18,83,2,3,11,63.45
76,53,67,70,0,6,7,70.85
47,74,55,31,1,3,5,53.0
32,69,70,72,3,5,2,56.55
80,91,52,67,4,1,2,59.55
89,45,68,90,2,0,6,65.45
42,17,16,59,1,4,5,32.45
40,77,93,73,1,0,0,67.25
69,70,48,77,6,7,9,56.2
63,34,22,84,0,8,11,56.4
70,69,18,85,5,1,10,46.95
58,80,27,63,1,4,10,58.0
27,75,86,72,4,5,5,60.85
68,56,54,60,4,2,10,52.4
45,66,50,44,3,4,6,48.0
60,78,39,20,5,5,8,42.7
37,12,65,35,3,1,4,32.2
88,45,64,42,0,3,12,64.85
85,82,69,54,2,1,6,67.8
91,47,36,32,1,5,10,53.65
90,11,77,58,5,3,6,48.35
61,62,29,64,1,8,8,57.1
79,59,74,98,2,3,7,73.25
79,91,54,96,1,3,9,78.35
54,85,60,95,2,8,5,72.95
95,80,15,61,5,4,1,46.9
33,81,69,40,4,8,5,54.45
49,70,54,39,6,5,5,42.8
86,74,92,57,3,6,3,73.5
89,33,64,19,2,5,11,53.55
78,81,89,37,2,4,2,69.15
70,44,40,24,6,8,11,38.7
89,81,89,53,3,2,5,71.95
47,76,71,39,3,4,11,58.7
36,42,63,61,1,3,0,48.7
69,86,20,19,6,3,11,38.0
27,21,73,51,5,6,11,40.55
33,64,95,18,6,3,1,42.6
37,56,31,22,5,0,0,22.6
91,56,27,21,4,6,3,40.8
70,24,89,76,4,3,9,58.8
21,28,67,61,5,7,12,42.6
20,42,68,82,2,3,9,53.2
43,58,90,50,0,5,4,66.1
24,89,72,25,3,5,4,52.15
80,86,69,43,6,5,8,59.8
70,16,62,98,5,2,0,45.3
55,95,35,71,2,4,11,63.15
44,66,41,38,4,1,10,41.0
31,50,78,48,4,0,8,45.7
60,92,57,46,4,6,1,56.6
82,53,46,71,0,8,0,64.05
92,37,27,63,4,3,12,46.75
65,40,19,78,2,4,7,46.0
74,16,89,32,1,3,9,56.3
72,58,87,32,5,6,4,55.7
94,34,17,21,2,6,6,39.4
69,17,90,20,1,3,8,52.95
85,61,43,47,0,1,5,57.85
95,87,56,80,3,4,9,73.75
84,25,17,88,6,8,5,39.65
55,14,16,51,4,2,11,26.6
38,70,50,69,5,4,8,48.6
32,26,68,81,3,2,10,48.6
70,84,48,27,1,2,2,54.9
74,85,20,18,6,8,2,38.05
32,10,31,31,5,0,11,17.4
43,84,82,28,2,8,9,65.7
33,10,46,15,4,8,1,22.8
77,60,31,12,3,0,5,37.1
32,95,84,41,5,4,1,54.75
62,61,52,59,5,1,5,45.85
33,35,57,31,4,1,3,30.95
27,77,46,45,5,5,9,43.45
93,32,45,85,2,1,3,54.4
59,14,35,78,4,3,0,33.8
36,49,49,46,0,1,3,45.65
76,43,15,77,4,6,1,41.15
79,46,61,15,2,3,4,48.0
